Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Employee_Job_Update,Chrome 131.0.0.0,,,27-12-2024 07:16:02,27-12-2024 07:20:03,4m - 0.878s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,27-12-2024 07:16:02,27-12-2024 07:16:15,13.509s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,27-12-2024 07:16:02,27-12-2024 07:16:02,0.031s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,27-12-2024 07:16:02,27-12-2024 07:16:04,1.748s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,27-12-2024 07:16:04,27-12-2024 07:16:04,0.003s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,27-12-2024 07:16:04,27-12-2024 07:16:12,8.595s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,27-12-2024 07:16:12,27-12-2024 07:16:12,0.004s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,27-12-2024 07:16:12,27-12-2024 07:16:14,1.210s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,27-12-2024 07:16:14,27-12-2024 07:16:14,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,27-12-2024 07:16:14,27-12-2024 07:16:14,0.276s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,27-12-2024 07:16:14,27-12-2024 07:16:14,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,27-12-2024 07:16:14,27-12-2024 07:16:15,1.514s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Job_Details,Chrome 131.0.0.0,,,27-12-2024 07:16:15,27-12-2024 07:16:33,17.634s,PASSED
