Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_New_Employee,Chrome 131.0.0.0,,,25-12-2024 07:39:28,25-12-2024 07:39:50,21.482s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,25-12-2024 07:39:28,25-12-2024 07:39:38,9.634s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,25-12-2024 07:39:28,25-12-2024 07:39:28,0.028s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,25-12-2024 07:39:28,25-12-2024 07:39:30,1.806s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,25-12-2024 07:39:30,25-12-2024 07:39:30,0.002s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,25-12-2024 07:39:30,25-12-2024 07:39:35,4.441s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,25-12-2024 07:39:35,25-12-2024 07:39:35,0.005s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,25-12-2024 07:39:35,25-12-2024 07:39:36,1.257s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,25-12-2024 07:39:36,25-12-2024 07:39:36,0.003s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,25-12-2024 07:39:36,25-12-2024 07:39:36,0.289s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,25-12-2024 07:39:36,25-12-2024 07:39:36,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,25-12-2024 07:39:36,25-12-2024 07:39:38,1.689s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Onboarding - Copy,Chrome 131.0.0.0,,,25-12-2024 07:39:38,25-12-2024 07:39:50,11.779s,PASSED
