Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Employee_Job_Update,Chrome 131.0.0.0,,,27-12-2024 07:06:44,27-12-2024 07:13:07,6m - 23.684s,FAILED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,27-12-2024 07:06:44,27-12-2024 07:06:55,11.458s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,27-12-2024 07:06:44,27-12-2024 07:06:44,0.032s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,27-12-2024 07:06:44,27-12-2024 07:06:46,1.724s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,27-12-2024 07:06:46,27-12-2024 07:06:46,0.004s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,27-12-2024 07:06:46,27-12-2024 07:06:51,5.831s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,27-12-2024 07:06:51,27-12-2024 07:06:51,0.003s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,27-12-2024 07:06:51,27-12-2024 07:06:53,1.746s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,27-12-2024 07:06:53,27-12-2024 07:06:53,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,27-12-2024 07:06:53,27-12-2024 07:06:53,0.274s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,27-12-2024 07:06:53,27-12-2024 07:06:53,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,27-12-2024 07:06:53,27-12-2024 07:06:55,1.709s,PASSED
,,,,,,,
