Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Employee_Onboarding,Chrome 131.0.0.0,,,26-12-2024 17:49:42,26-12-2024 17:50:26,43.888s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,26-12-2024 17:49:42,26-12-2024 17:49:50,8.172s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,26-12-2024 17:49:42,26-12-2024 17:49:42,0.022s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,26-12-2024 17:49:42,26-12-2024 17:49:44,1.341s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,26-12-2024 17:49:44,26-12-2024 17:49:44,0.002s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,26-12-2024 17:49:44,26-12-2024 17:49:47,3.411s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,26-12-2024 17:49:47,26-12-2024 17:49:47,0.004s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,26-12-2024 17:49:47,26-12-2024 17:49:48,1.238s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,26-12-2024 17:49:48,26-12-2024 17:49:48,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,26-12-2024 17:49:48,26-12-2024 17:49:49,0.275s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,26-12-2024 17:49:49,26-12-2024 17:49:49,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,26-12-2024 17:49:49,26-12-2024 17:49:50,1.786s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Onboarding,Chrome 131.0.0.0,,,26-12-2024 17:49:50,26-12-2024 17:50:04,13.182s,PASSED
"comment(""Step 1: Click on the PIM module link"")",Chrome 131.0.0.0,,,26-12-2024 17:49:51,26-12-2024 17:49:51,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,26-12-2024 17:49:51,26-12-2024 17:49:54,3.299s,PASSED
"comment(""Step 2: Click the ""Add"" button to add a new employee"")",Chrome 131.0.0.0,,,26-12-2024 17:49:54,26-12-2024 17:49:54,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Add""))",Chrome 131.0.0.0,,,26-12-2024 17:49:54,26-12-2024 17:49:56,2.357s,PASSED
"comment(""Step 3: Focus on the ""First Name"" input field"")",Chrome 131.0.0.0,,,26-12-2024 17:49:56,26-12-2024 17:49:56,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_firstName""))",Chrome 131.0.0.0,,,26-12-2024 17:49:56,26-12-2024 17:49:58,1.392s,PASSED
"comment(""Step 4: Enter the employee's first name"")",Chrome 131.0.0.0,,,26-12-2024 17:49:58,26-12-2024 17:49:58,0.002s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_firstName""), Firstname)",Chrome 131.0.0.0,,,26-12-2024 17:49:58,26-12-2024 17:49:58,0.515s,PASSED
"comment(""Step 5: Enter the employee's last name"")",Chrome 131.0.0.0,,,26-12-2024 17:49:58,26-12-2024 17:49:58,0.004s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_lastName""), Lastname)",Chrome 131.0.0.0,,,26-12-2024 17:49:58,26-12-2024 17:49:59,0.497s,PASSED
"comment(""Step 6: Clear the default value in the ""Employee ID"" field"")",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:49:59,0.001s,PASSED
"clearText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Id_oxd-input oxd-input--focus""))",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:49:59,0.254s,PASSED
"comment(""Step 7: Set the employee ID field with a new value"")",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:49:59,0.001s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Id_oxd-input oxd-input--focus""), """")",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:49:59,0.509s,PASSED
"comment(""Step 8: Toggle the switch related to the Employee ID"")",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:49:59,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/span_Employee Id_oxd-switch-input oxd-switc_efe210""))",Chrome 131.0.0.0,,,26-12-2024 17:49:59,26-12-2024 17:50:00,0.262s,PASSED
"comment(""Step 9: Retrieve the entered first name and convert it to lowercase"")",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.001s,PASSED
"firstname = getAttribute(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_firstName""), ""value"").toLowerCase()",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.442s,PASSED
"comment(""Step 10: Retrieve the entered last name and convert it to lowercase"")",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.003s,PASSED
"lastname = getAttribute(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_lastName""), ""value"").toLowerCase()",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.235s,PASSED
"comment(""Step 11: Concatenate the first and last names to generate a username"")",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.002s,PASSED
"username = firstname + ""."" + lastname",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.003s,PASSED
"comment(""Step 12: Set the username field with the generated username"")",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:00,0.002s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_oxd-input oxd-input--focus""), username)",Chrome 131.0.0.0,,,26-12-2024 17:50:00,26-12-2024 17:50:01,0.513s,PASSED
"comment(""Step 13: Enter an encrypted password into the password field"")",Chrome 131.0.0.0,,,26-12-2024 17:50:01,26-12-2024 17:50:01,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_oxd-input oxd-input--active""), EmployeePassword)",Chrome 131.0.0.0,,,26-12-2024 17:50:01,26-12-2024 17:50:01,0.276s,PASSED
"comment(""Step 14: Enter an encrypted password into the confirm password field"")",Chrome 131.0.0.0,,,26-12-2024 17:50:01,26-12-2024 17:50:01,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Confirm Password_oxd-input oxd-input-_a3aecb""), EmployeePassword)",Chrome 131.0.0.0,,,26-12-2024 17:50:01,26-12-2024 17:50:02,0.478s,PASSED
"comment(""Step 15: Click the ""Save"" button to finalize adding the new employee"")",Chrome 131.0.0.0,,,26-12-2024 17:50:02,26-12-2024 17:50:02,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Save""))",Chrome 131.0.0.0,,,26-12-2024 17:50:02,26-12-2024 17:50:02,0.039s,PASSED
delay(2),Chrome 131.0.0.0,,,26-12-2024 17:50:02,26-12-2024 17:50:04,2.016s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Onboarding,Chrome 131.0.0.0,,,26-12-2024 17:50:04,26-12-2024 17:50:15,11.117s,PASSED
"comment(""Step 1: Click on the PIM module link"")",Chrome 131.0.0.0,,,26-12-2024 17:50:04,26-12-2024 17:50:04,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,26-12-2024 17:50:04,26-12-2024 17:50:05,1.541s,PASSED
"comment(""Step 2: Click the ""Add"" button to add a new employee"")",Chrome 131.0.0.0,,,26-12-2024 17:50:05,26-12-2024 17:50:05,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Add""))",Chrome 131.0.0.0,,,26-12-2024 17:50:05,26-12-2024 17:50:07,2.244s,PASSED
"comment(""Step 3: Focus on the ""First Name"" input field"")",Chrome 131.0.0.0,,,26-12-2024 17:50:07,26-12-2024 17:50:07,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_firstName""))",Chrome 131.0.0.0,,,26-12-2024 17:50:07,26-12-2024 17:50:09,1.392s,PASSED
"comment(""Step 4: Enter the employee's first name"")",Chrome 131.0.0.0,,,26-12-2024 17:50:09,26-12-2024 17:50:09,0.001s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_firstName""), Firstname)",Chrome 131.0.0.0,,,26-12-2024 17:50:09,26-12-2024 17:50:09,0.493s,PASSED
"comment(""Step 5: Enter the employee's last name"")",Chrome 131.0.0.0,,,26-12-2024 17:50:09,26-12-2024 17:50:09,0.001s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Full Name_lastName""), Lastname)",Chrome 131.0.0.0,,,26-12-2024 17:50:09,26-12-2024 17:50:10,0.501s,PASSED
"comment(""Step 6: Clear the default value in the ""Employee ID"" field"")",Chrome 131.0.0.0,,,26-12-2024 17:50:10,26-12-2024 17:50:10,0.001s,PASSED
"clearText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Employee Id_oxd-input oxd-input--focus""))",Chrome 131.0.0.0,,,26-12-2024 17:50:10,26-12-2024 17:50:10,0.244s,PASSED
"comment(""Step 7: Set the employee ID field with a new value"")",Chrome 131.0.0.0,,,26-12-2024 17:50:10,26-12-2024 17:50:10,0.001s,PASSED
