Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Employee_Job_Update,Chrome 131.0.0.0,,,26-12-2024 19:00:57,26-12-2024 21:43:30,2h - 42m - 33.289s,FAILED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,26-12-2024 19:00:57,26-12-2024 19:01:08,11.031s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,26-12-2024 19:00:57,26-12-2024 19:00:57,0.027s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,26-12-2024 19:00:57,26-12-2024 19:00:59,1.720s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,26-12-2024 19:00:59,26-12-2024 19:00:59,0.002s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,26-12-2024 19:00:59,26-12-2024 19:01:05,6.133s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,26-12-2024 19:01:05,26-12-2024 19:01:05,0.006s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,26-12-2024 19:01:05,26-12-2024 19:01:06,1.185s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,26-12-2024 19:01:06,26-12-2024 19:01:06,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,26-12-2024 19:01:06,26-12-2024 19:01:07,0.275s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,26-12-2024 19:01:07,26-12-2024 19:01:07,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,26-12-2024 19:01:07,26-12-2024 19:01:08,1.576s,PASSED
,,,,,,,
